,HOUSE_TYPE,NEIGHBORHOOD,GROSS_AREA,NET_AREA,NUMBER_OF_ROOMS,AGE_OF_BUİLDİNG,FLOOR_LOCATION,TOTALNUMBER_OF_FLOORS,TYPE_OF_HEATING,NUMBER_OF_BATHROOMS,IS_THERE_BALCONY,IS_IT_FURNISHED,WHO_IS_AT_HOME,ON_BUILDINGS,NAME_OF_BUILDINGS,DUES,AVAILABLE_FOR_CREDIT,TITLE_DEED,WHO_IS_THE_SELLER,IS_IT_VIEWABLE,PRICE
0,Daire,Marmara Mah.,130,120,3+1,5-10 arası,4,6,Doğalgaz (Kombi),1,Var,Hayır,Kiracılı,Evet,Yeşil Akasya Evleri,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.300.000 TL
Kredi Teklifleri"
1,Daire,Cumhuriyet Mah.,125,110,2+1,0,6,25,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.299.900 TL
Kredi Teklifleri"
2,Daire,Yakuplu Mah.,150,140,3+1,0,2,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,150,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"2.118.000 TL
Kredi Teklifleri"
3,Daire,Cumhuriyet Mah.,140,130,2+1,0,Bahçe Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"539.000 TL
Kredi Teklifleri"
4,Daire,Cumhuriyet Mah.,140,130,2+1,0,Bahçe Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"539.000 TL
Kredi Teklifleri"
5,Daire,Yakuplu Mah.,240,220,5+2,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.300.000 TL
Kredi Teklifleri"
6,Daire,Cumhuriyet Mah.,125,110,2+1,0,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"779.900 TL
Kredi Teklifleri"
7,Daire,Adnan Kahveci Mah.,145,135,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.297.000 TL
Kredi Teklifleri"
8,Daire,Adnan Kahveci Mah.,145,135,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.297.000 TL
Kredi Teklifleri"
9,Daire,Cumhuriyet Mah.,110,100,2+1,0,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"639.000 TL
Kredi Teklifleri"
10,Daire,Kavaklı Mh.,110,95,2+1,4,4,12,Merkezi,2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.039.000 TL
Kredi Teklifleri"
11,Daire,Yakuplu Mah.,100,90,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.249.999 TL
Kredi Teklifleri"
12,Daire,Cumhuriyet Mah.,110,100,2+1,1,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"785.000 TL
Kredi Teklifleri"
13,Daire,Cumhuriyet Mah.,130,115,2+1,0,Bahçe Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"570.000 TL
Kredi Teklifleri"
14,Daire,Cumhuriyet Mah.,110,105,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,150,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.349.000 TL
Kredi Teklifleri"
15,Daire,Adnan Kahveci Mah.,120,110,3+1,0,2,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.550.000 TL
Kredi Teklifleri"
16,Daire,Kavaklı Mh.,150,130,3+1,0,Bahçe Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.550.000 TL
Kredi Teklifleri"
17,Daire,Kavaklı Mh.,180,165,3+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.700.000 TL
Kredi Teklifleri"
18,Daire,Cumhuriyet Mah.,140,130,3+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"989.900 TL
Kredi Teklifleri"
19,Daire,Cumhuriyet Mah.,90,85,2+1,0,Bahçe Katı,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,60,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"499.000 TL
Kredi Teklifleri"
20,Daire,Cumhuriyet Mah.,200,180,3+2,0,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.689.999 TL
Kredi Teklifleri"
21,Daire,Beylikdüzü OSB,120,105,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"725.000 TL
Kredi Teklifleri"
22,Daire,Cumhuriyet Mah.,110,95,2+1,3,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.163.000 TL
Kredi Teklifleri"
23,Daire,Kavaklı Mh.,210,180,3+2,0,3,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.149.999 TL
Kredi Teklifleri"
24,Daire,Yakuplu Mah.,150,130,3+1,5-10 arası,Yüksek Giriş,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,150,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.615.000 TL
Kredi Teklifleri"
25,Daire,Cumhuriyet Mah.,135,120,2+1,0,Giriş Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,35,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"649.000 TL
Kredi Teklifleri"
26,Daire,Kavaklı Mh.,140,130,3+1,0,1,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.519.000 TL
Kredi Teklifleri"
27,Daire,Adnan Kahveci Mah.,175,165,3+1,1,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,200,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.488.000 TL
Kredi Teklifleri"
28,Daire,Marmara Mah.,230,200,3+2,0,3,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.599.999 TL
Kredi Teklifleri"
29,Daire,Beylikdüzü OSB,115,100,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"879.000 TL
Kredi Teklifleri"
30,Daire,Adnan Kahveci Mah.,155,145,3+1,2,3,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,200,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.340.000 TL
Kredi Teklifleri"
31,Daire,Cumhuriyet Mah.,115,100,2+1,0,Bahçe Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"559.900 TL
Kredi Teklifleri"
32,Daire,Kavaklı Mh.,110,95,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.700.000 TL
Kredi Teklifleri"
33,Daire,Beylikdüzü OSB,150,135,3+1,5-10 arası,Bahçe Katı,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,25,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"679.900 TL
Kredi Teklifleri"
34,Daire,Beylikdüzü OSB,150,135,3+1,5-10 arası,Bahçe Katı,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,25,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"679.900 TL
Kredi Teklifleri"
35,Daire,Kavaklı Mh.,280,260,3+2,0,3,3,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.865.000 TL
Kredi Teklifleri"
36,Daire,Kavaklı Mh.,100,90,2+1,5-10 arası,2,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.900.000 TL
Kredi Teklifleri"
37,Daire,Yakuplu Mah.,185,170,3+1,0,Yüksek Giriş,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.439.999 TL
Kredi Teklifleri"
38,Daire,Cumhuriyet Mah.,120,100,2+1,4,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"899.000 TL
Kredi Teklifleri"
39,Daire,Yakuplu Mah.,120,110,2+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.100.000 TL
Kredi Teklifleri"
40,Daire,Adnan Kahveci Mah.,155,140,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.629.000 TL
Kredi Teklifleri"
41,Daire,Cumhuriyet Mah.,110,100,2+1,0,1,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,40,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,"675.000 TL
Kredi Teklifleri"
42,Daire,Kavaklı Mh.,240,190,3+2,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.225.000 TL
Kredi Teklifleri"
43,Daire,Cumhuriyet Mah.,110,100,2+1,3,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,75,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"689.000 TL
Kredi Teklifleri"
44,Daire,Kavaklı Mh.,110,95,2+1,0,7,11,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.429.990 TL
Kredi Teklifleri"
45,Daire,Gürpınar Mh.,180,140,3+1,0,3,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"3.500.000 TL
Kredi Teklifleri"
46,Daire,Yakuplu Mah.,115,105,2+1,0,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.545.000 TL
Kredi Teklifleri"
47,Daire,Cumhuriyet Mah.,110,100,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"697.000 TL
Kredi Teklifleri"
48,Daire,Yakuplu Mah.,100,90,2+1,0,Giriş Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.789.000 TL
Kredi Teklifleri"
49,Daire,Adnan Kahveci Mah.,165,150,3+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.647.000 TL
Kredi Teklifleri"
50,Daire,Adnan Kahveci Mah.,220,200,4+2,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.699.999 TL
Kredi Teklifleri"
51,Daire,Cumhuriyet Mah.,120,110,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"664.000 TL
Kredi Teklifleri"
52,Daire,Cumhuriyet Mah.,120,110,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"664.000 TL
Kredi Teklifleri"
53,Daire,Cumhuriyet Mah.,110,100,2+1,4,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,15,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"679.000 TL
Kredi Teklifleri"
54,Daire,Cumhuriyet Mah.,120,110,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"664.000 TL
Kredi Teklifleri"
55,Daire,Cumhuriyet Mah.,110,100,2+1,4,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,15,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"679.000 TL
Kredi Teklifleri"
56,Daire,Barış Mh.,150,130,3+1,5-10 arası,Bahçe Katı,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.579.000 TL
Kredi Teklifleri"
57,Daire,Adnan Kahveci Mah.,150,140,3+1,0,5,8,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.872.000 TL
Kredi Teklifleri"
58,Daire,Marmara Mah.,110,100,2+1,3,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.049.000 TL
Kredi Teklifleri"
59,Daire,Adnan Kahveci Mah.,240,200,4+2,0,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.699.999 TL
Kredi Teklifleri"
60,Daire,Marmara Mah.,90,80,2+1,4,Yüksek Giriş,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.165.000 TL
Kredi Teklifleri"
61,Daire,Kavaklı Mh.,120,100,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.039.999 TL
Kredi Teklifleri"
62,Daire,Cumhuriyet Mah.,175,160,3+1,11-15 arası,9,13,Doğalgaz (Kombi),3,Yok,Hayır,Kiracılı,Hayır,Belirtilmemiş,0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,"2.695.000 TL
Kredi Teklifleri"
63,Daire,Cumhuriyet Mah.,175,160,3+1,11-15 arası,9,13,Doğalgaz (Kombi),3,Yok,Hayır,Kiracılı,Hayır,Belirtilmemiş,0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,"2.695.000 TL
Kredi Teklifleri"
64,Daire,Cumhuriyet Mah.,125,110,2+1,0,Bahçe Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"549.900 TL
Kredi Teklifleri"
65,Daire,Cumhuriyet Mah.,125,110,2+1,0,Bahçe Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"549.900 TL
Kredi Teklifleri"
66,Daire,Adnan Kahveci Mah.,98,95,2+1,4,Giriş Katı,4,Doğalgaz (Kombi),1,Yok,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.350.000 TL
Kredi Teklifleri"
67,Daire,Adnan Kahveci Mah.,98,95,2+1,4,Giriş Katı,4,Doğalgaz (Kombi),1,Yok,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"2.350.000 TL
Kredi Teklifleri"
68,Daire,Marmara Mah.,135,110,2+1,0,2,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.949.000 TL
Kredi Teklifleri"
69,Daire,Cumhuriyet Mah.,100,90,2+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.330.000 TL
Kredi Teklifleri"
70,Daire,Cumhuriyet Mah.,100,90,2+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.330.000 TL
Kredi Teklifleri"
71,Daire,Cumhuriyet Mah.,80,75,1+1,5-10 arası,5,20,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.200.000 TL
Kredi Teklifleri"
72,Daire,Cumhuriyet Mah.,80,75,1+1,5-10 arası,5,20,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.200.000 TL
Kredi Teklifleri"
73,Daire,Cumhuriyet Mah.,115,100,2+1,0,Bahçe Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"589.900 TL
Kredi Teklifleri"
74,Daire,Cumhuriyet Mah.,115,100,2+1,0,Bahçe Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"589.900 TL
Kredi Teklifleri"
75,Daire,Kavaklı Mh.,105,90,2+1,0,Bahçe Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.739.999 TL
Kredi Teklifleri"
76,Daire,Adnan Kahveci Mah.,180,150,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"3.199.999 TL
Kredi Teklifleri"
77,Daire,Cumhuriyet Mah.,115,105,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"865.000 TL
Kredi Teklifleri"
78,Daire,Cumhuriyet Mah.,125,115,2+1,5-10 arası,14,15,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.447.000 TL
Kredi Teklifleri"
79,Daire,Yakuplu Mah.,100,95,2+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.499.000 TL
Kredi Teklifleri"
80,Daire,Cumhuriyet Mah.,125,110,2+1,0,1,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"765.000 TL
Kredi Teklifleri"
81,Daire,Cumhuriyet Mah.,125,110,2+1,0,1,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"765.000 TL
Kredi Teklifleri"
82,Daire,Cumhuriyet Mah.,135,120,2+1,0,9,14,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.998.000 TL
Kredi Teklifleri"
83,Daire,Yakuplu Mah.,100,90,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.489.000 TL
Kredi Teklifleri"
84,Daire,Yakuplu Mah.,100,90,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.489.000 TL
Kredi Teklifleri"
85,Daire,Yakuplu Mah.,110,100,2+1,0,1,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.489.999 TL
Kredi Teklifleri"
86,Daire,Yakuplu Mah.,110,100,2+1,0,1,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.489.999 TL
Kredi Teklifleri"
87,Daire,Yakuplu Mah.,110,95,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,50,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.590.000 TL
Kredi Teklifleri"
88,Daire,Adnan Kahveci Mah.,115,105,2+1,2,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.499.000 TL
Kredi Teklifleri"
89,Daire,Cumhuriyet Mah.,140,135,3+1,0,4,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,100,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.385.000 TL
Kredi Teklifleri"
90,Daire,Cumhuriyet Mah.,140,135,3+1,0,4,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,100,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"1.385.000 TL
Kredi Teklifleri"
91,Daire,Cumhuriyet Mah.,145,135,3+1,0,Bahçe Katı,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"689.990 TL
Kredi Teklifleri"
92,Daire,Cumhuriyet Mah.,145,135,3+1,0,Bahçe Katı,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"689.990 TL
Kredi Teklifleri"
93,Daire,Cumhuriyet Mah.,135,125,3+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.180.000 TL
Kredi Teklifleri"
94,Daire,Cumhuriyet Mah.,95,90,2+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"695.000 TL
Kredi Teklifleri"
95,Daire,Kavaklı Mh.,105,95,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.217.000 TL
Kredi Teklifleri"
96,Daire,Yakuplu Mah.,115,95,2+1,0,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,100,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"1.232.000 TL
Kredi Teklifleri"
97,Daire,Cumhuriyet Mah.,180,160,3+1,0,Yüksek Giriş,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,35,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,"679.000 TL
Kredi Teklifleri"
98,Daire,Cumhuriyet Mah.,170,160,3+2,0,5,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,65,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"849.000 TL
Kredi Teklifleri"
99,Daire,Cumhuriyet Mah.,155,140,3+1,0,4,14,Merkezi (Pay Ölçer),1,Var,Hayır,Boş,Evet,Belirtilmemiş,Belirtilmemiş,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,"2.153.500 TL
Kredi Teklifleri"
