,HOUSE_TYPE,NEIGHBORHOOD,GROSS_AREA,NET_AREA,NUMBER_OF_ROOMS,AGE_OF_BUİLDİNG,FLOOR_LOCATION,TOTALNUMBER_OF_FLOORS,TYPE_OF_HEATING,NUMBER_OF_BATHROOMS,IS_THERE_BALCONY,IS_IT_FURNISHED,WHO_IS_AT_HOME,ON_BUILDINGS,NAME_OF_BUILDINGS,DUES,AVAILABLE_FOR_CREDIT,TITLE_DEED,WHO_IS_THE_SELLER,IS_IT_VIEWABLE,PRICE,NEW_IS_IT_TWOPLY
598,Daire,Adnan Kahveci Mah.,120.0,120.0,2+1,3,5,8,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2800000,Hayır
599,Daire,Adnan Kahveci Mah.,175.0,157.0,3+1,11-15 arası,4,13,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Evet,4000000,Hayır
600,Daire,Sahil Mah.,135.0,125.0,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Güverte Beylikdüzü,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2600000,Hayır
601,Daire,Yakuplu Mah.,65.0,55.0,1+1,0,Giriş Katı,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1015000,Hayır
602,Daire,Kavaklı Mh.,125.0,110.0,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2560000,Hayır
603,Daire,Cumhuriyet Mah.,180.0,175.0,4+1,1,5,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1350000,Hayır
604,Daire,Adnan Kahveci Mah.,145.0,120.0,2+1,5-10 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,3500000,Hayır
605,Daire,Adnan Kahveci Mah.,155.0,140.0,3+1,5-10 arası,9,10,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1450000,Hayır
606,Daire,Gürpınar Mh.,250.0,200.0,HIGH_RARITY,4,4,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3390000,Evet
607,Daire,Yakuplu Mah.,130.0,120.0,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Evet,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1399999,Hayır
608,Daire,Kavaklı Mh.,250.0,210.0,4+2,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Yeni Hayat Konakları,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,6950000,Evet
609,Daire,Yakuplu Mah.,105.0,100.0,2+1,4,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1559000,Hayır
610,Daire,Adnan Kahveci Mah.,105.0,90.0,2+1,0,2,5,Merkezi,1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1750000,Hayır
611,Daire,Adnan Kahveci Mah.,57.0,45.0,1+1,5-10 arası,2,7,Merkezi,1,Var,Hayır,Mülk Sahibi,Evet,Kalekent Evleri,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1850000,Hayır
612,Daire,Adnan Kahveci Mah.,100.0,90.0,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2600000,Hayır
613,Daire,Barış Mh.,137.0,93.0,2+1,0,10,15-20 arası,Merkezi,2,Var,Hayır,Boş,Hayır,Belirtilmemiş,221.0150146484375,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,7000000,Hayır
614,Daire,Dereağzı Mh.,185.0,115.0,3+1,4,Giriş Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1750000,Hayır
615,Daire,Cumhuriyet Mah.,75.0,66.0,1+1,21-25 arası,4,8,Merkezi,1,Yok,Hayır,Mülk Sahibi,Evet,Bizimkent Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2000000,Hayır
616,Daire,Büyükşehir Mh.,120.0,110.0,3+1,26-30 arası,6,8,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Büyükşehir Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1950000,Hayır
617,Daire,Adnan Kahveci Mah.,160.0,140.0,3+1,5-10 arası,10,14,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Mavisu Evleri,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2900000,Hayır
619,Daire,Yakuplu Mah.,160.0,140.0,3+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Burcu Evleri,50.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,2450000,Hayır
621,Daire,Barış Mh.,145.0,120.0,3+1,21-25 arası,6,12,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,221.01409912109375,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2300000,Hayır
622,Daire,Kavaklı Mh.,104.0,97.0,2+1,0,1,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,1950000,Hayır
623,Daire,Barış Mh.,165.0,145.0,3+1,21-25 arası,2,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,221.01455688476562,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2950000,Hayır
624,Daire,Adnan Kahveci Mah.,185.0,160.0,4+2,4,5,6,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4750000,Evet
625,Daire,Adnan Kahveci Mah.,400.0,380.0,HIGH_RARITY,11-15 arası,8,9,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Alba Residence,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,7500000,Evet
626,Daire,Büyükşehir Mh.,125.0,110.0,3+1,26-30 arası,12,13,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Büyükşehir Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1825000,Hayır
627,Daire,Kavaklı Mh.,125.0,115.0,2+1,0,1,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Evet,1899000,Hayır
628,Daire,Yakuplu Mah.,125.0,110.0,2+1,5-10 arası,1,7,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1970000,Hayır
629,Daire,Cumhuriyet Mah.,190.0,175.0,3+1,5-10 arası,Giriş Katı,9,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Saklıhan Konakları,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,5000000,Hayır
630,Daire,Adnan Kahveci Mah.,145.0,140.0,3+1,5-10 arası,3,9,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,2275000,Hayır
631,Daire,Barış Mh.,160.0,150.0,3+1,16-20 arası,8,14,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2155000,Hayır
633,Daire,Kavaklı Mh.,115.0,100.0,2+1,0,Giriş Katı,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1650000,Hayır
634,Daire,Marmara Mah.,145.0,119.0,3+1,1,3,5,Doğalgaz (Kombi),2,Var,Evet,Boş,Evet,Deniz İstanbul,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,7499000,Hayır
635,Daire,Cumhuriyet Mah.,115.0,110.0,2+1,5-10 arası,Giriş Katı,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2500000,Hayır
636,Daire,Gürpınar Mh.,95.0,80.0,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1950000,Hayır
637,Daire,Marmara Mah.,150.0,135.0,3+1,21-25 arası,Yüksek Giriş,8,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,İhlas Marmara Evleri 1. Kısım,275.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3000000,Hayır
638,Daire,Kavaklı Mh.,350.0,320.0,4+2,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2870000,Evet
639,Daire,Yakuplu Mah.,110.0,100.0,2+1,1,7,15-20 arası,Merkezi,2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Evet,1600000,Hayır
640,Daire,Kavaklı Mh.,105.0,100.0,2+1,2,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1890000,Hayır
641,Daire,Cumhuriyet Mah.,160.0,150.0,3+1,5-10 arası,6,7,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3400000,Hayır
642,Daire,Kavaklı Mh.,120.0,110.0,2+1,0,2,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1450000,Hayır
643,Daire,Kavaklı Mh.,150.0,130.0,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2650000,Hayır
644,Daire,Yakuplu Mah.,100.0,95.0,2+1,4,1,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,1490000,Hayır
645,Daire,Marmara Mah.,120.0,100.0,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2349000,Hayır
646,Daire,Kavaklı Mh.,110.0,90.0,2+1,4,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2100000,Hayır
647,Daire,Kavaklı Mh.,130.0,115.0,2+1,2,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2099000,Hayır
648,Daire,Adnan Kahveci Mah.,105.0,95.0,3+1,5-10 arası,2,4,Merkezi,2,Var,Hayır,Mülk Sahibi,Evet,Nevsa Konakları,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,5500000,Hayır
649,Daire,Barış Mh.,145.0,135.0,3+1,21-25 arası,9,14,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2250000,Hayır
650,Daire,Adnan Kahveci Mah.,180.0,155.0,3+1,5-10 arası,3,3,Doğalgaz (Kombi),2,Var,Evet,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3900000,Hayır
651,Daire,Gürpınar Mh.,280.0,240.0,HIGH_RARITY,4,5,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,3800000,Evet
652,Daire,Büyükşehir Mh.,95.0,85.0,2+1,5-10 arası,5,12,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,142.578125,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1850000,Hayır
653,Daire,Cumhuriyet Mah.,160.0,136.0,3+1,21-25 arası,14,15,Merkezi,2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3310000,Hayır
654,Daire,Adnan Kahveci Mah.,230.0,200.0,4+2,0,5,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3949500,Evet
655,Daire,Kavaklı Mh.,120.0,100.0,2+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,955000,Hayır
656,Daire,Gürpınar Mh.,75.0,70.0,2+1,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1600000,Hayır
657,Daire,Dereağzı Mh.,185.0,155.0,4+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3669999,Hayır
658,Daire,Kavaklı Mh.,145.0,130.0,3+1,1,1,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2100000,Hayır
659,Daire,Kavaklı Mh.,135.0,110.0,3+1,1,3,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,2050000,Evet
660,Daire,Adnan Kahveci Mah.,270.0,220.0,HIGH_RARITY,2,5,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3750000,Hayır
661,Daire,Kavaklı Mh.,120.0,110.0,2+1,0,1,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1425000,Hayır
662,Daire,Gürpınar Mh.,165.0,145.0,3+1,11-15 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2475000,Hayır
663,Daire,Cumhuriyet Mah.,170.0,146.0,3+1,21-25 arası,5,8,Merkezi,2,Var,Hayır,Mülk Sahibi,Evet,Bizimkent Sitesi,400.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,4000000,Hayır
664,Daire,Adnan Kahveci Mah.,125.0,100.0,3+1,0,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2800000,Hayır
665,Daire,Yakuplu Mah.,285.0,250.0,HIGH_RARITY,5-10 arası,6,6,Doğalgaz (Kombi),HIGH_RARITY,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Evet,3275000,Evet
666,Daire,Yakuplu Mah.,85.0,75.0,2+1,4,Giriş Katı,6,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,1150000,Hayır
667,Daire,Adnan Kahveci Mah.,85.0,65.0,1+1,3,Yüksek Giriş,3,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,1220000,Hayır
668,Daire,Kavaklı Mh.,220.0,200.0,4+2,4,3,3,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4200000,Evet
669,Daire,Adnan Kahveci Mah.,160.0,145.0,3+2,0,3,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3299000,Evet
670,Daire,Kavaklı Mh.,200.0,170.0,3+2,0,4,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Marmara Konakları,600.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Evet,3300000,Evet
671,Daire,Sahil Mah.,105.0,95.0,2+1,4,2,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2600000,Hayır
672,Daire,Yakuplu Mah.,165.0,145.0,3+2,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2675000,Evet
673,Daire,Adnan Kahveci Mah.,185.0,165.0,3+1,2,2,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2747500,Hayır
674,Daire,Adnan Kahveci Mah.,195.0,180.0,3+1,16-20 arası,Yüksek Giriş,15,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Emincan Kent Sitesi,200.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3450000,Hayır
675,Daire,Adnan Kahveci Mah.,160.0,155.0,3+1,16-20 arası,10,12,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Simakent Sitesi,255.0,Evet,Kat İrtifaklı,Sahibinden,Evet,3950000,Hayır
676,Daire,Cumhuriyet Mah.,120.0,100.0,3+1,5-10 arası,13,15,Merkezi,2,Var,Evet,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2800000,Hayır
677,Daire,Adnan Kahveci Mah.,160.0,130.0,3+1,16-20 arası,15,15-20 arası,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Banksis Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3100000,Hayır
678,Daire,Adnan Kahveci Mah.,145.0,130.0,3+1,0,2,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2250000,Hayır
679,Daire,Gürpınar Mh.,95.0,80.0,2+1,4,Giriş Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1090000,Hayır
680,Daire,Adnan Kahveci Mah.,155.0,135.0,3+1,5-10 arası,4,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Osten Park Evleri,350.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4159000,Hayır
681,Daire,Adnan Kahveci Mah.,125.0,100.0,3+1,4,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Letisya Evleri,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2880000,Hayır
682,Daire,Kavaklı Mh.,160.0,140.0,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2399000,Hayır
683,Daire,Cumhuriyet Mah.,140.0,127.0,3+1,0,6,10,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1245000,Hayır
684,Daire,Yakuplu Mah.,290.0,270.0,HIGH_RARITY,4,5,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,2200000,Evet
686,Daire,Yakuplu Mah.,180.0,140.0,3+1,0,4,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4000000,Hayır
687,Daire,Kavaklı Mh.,120.0,100.0,2+1,0,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2850000,Hayır
688,Daire,Adnan Kahveci Mah.,145.0,120.0,2+1,5-10 arası,5,9,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2400000,Hayır
689,Daire,Marmara Mah.,125.0,110.0,2+1,3,5,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,50.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1625000,Hayır
690,Daire,Adnan Kahveci Mah.,200.0,150.0,3+2,4,3,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2800000,Evet
691,Daire,Kavaklı Mh.,100.0,90.0,2+1,21-25 arası,5,6,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1680000,Hayır
692,Daire,Adnan Kahveci Mah.,160.0,145.0,3+1,16-20 arası,10,14,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Simakent Sitesi,350.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,2675000,Hayır
693,Daire,Dereağzı Mh.,150.0,140.0,3+1,4,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2540000,Hayır
694,Daire,Cumhuriyet Mah.,135.0,120.0,3+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,1690000,Hayır
695,Daire,Cumhuriyet Mah.,110.0,90.0,2+1,2,Yüksek Giriş,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1255000,Hayır
696,Daire,Yakuplu Mah.,100.0,90.0,2+1,0,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,1730000,Hayır
697,Daire,Kavaklı Mh.,280.0,240.0,HIGH_RARITY,5-10 arası,3,4,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Kavaklı Park Sitesi,300.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4150000,Hayır
698,Müstakil Ev,Barış Mh.,280.0,270.0,HIGH_RARITY,16-20 arası,3,3,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,221.0143280029297,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,5800000,Evet
699,Daire,Cumhuriyet Mah.,135.0,128.0,3+1,16-20 arası,2,13,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Basındoğa Sitesi,300.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2150000,Hayır
700,Daire,Gürpınar Mh.,125.0,115.0,2+1,0,1,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2689000,Hayır
701,Daire,Adnan Kahveci Mah.,200.0,185.0,3+1,5-10 arası,4,12,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,3550000,Hayır
702,Daire,Cumhuriyet Mah.,140.0,120.0,2+1,5-10 arası,7,14,Merkezi,2,Var,Evet,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2075000,Hayır
703,Daire,Adnan Kahveci Mah.,145.0,125.0,3+1,4,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2900000,Hayır
704,Daire,Adnan Kahveci Mah.,185.0,158.0,3+1,16-20 arası,6,12,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Yeşilkent Sitesi 2,400.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,3200000,Hayır
705,Daire,Kavaklı Mh.,100.0,90.0,2+1,5-10 arası,2,3,Doğalgaz (Kombi),1,Yok,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2850000,Hayır
706,Daire,Barış Mh.,250.0,200.0,4.5+1,3,3,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Vira İstanbul,300.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,7150000,Hayır
707,Daire,Cumhuriyet Mah.,65.0,59.0,1+1,5-10 arası,2,14,Merkezi,1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1174000,Hayır
708,Daire,Adnan Kahveci Mah.,70.0,60.0,1+1,5-10 arası,1,7,Merkezi,1,Var,Evet,Boş,Evet,Kalekent Evleri,450.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Hayır,3300000,Hayır
709,Daire,Cumhuriyet Mah.,130.0,125.0,2+1,2,12,15,Merkezi,2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat İrtifaklı,Sahibinden,Evet,1430000,Hayır
