,HOUSE_TYPE,NEIGHBORHOOD,GROSS_AREA,NET_AREA,NUMBER_OF_ROOMS,AGE_OF_BUİLDİNG,FLOOR_LOCATION,TOTALNUMBER_OF_FLOORS,TYPE_OF_HEATING,NUMBER_OF_BATHROOMS,IS_THERE_BALCONY,IS_IT_FURNISHED,WHO_IS_AT_HOME,ON_BUILDINGS,NAME_OF_BUILDINGS,DUES,AVAILABLE_FOR_CREDIT,TITLE_DEED,WHO_IS_THE_SELLER,IS_IT_VIEWABLE,PRICE,NEW_IS_IT_TWOPLY
482,Daire,Kavaklı Mh.,125.0,110.0,2+1,16-20 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Bilim Yuva Sitesi 2. Kısım,200.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1550000,Hayır
483,Daire,Yakuplu Mah.,85.0,75.0,2+1,5-10 arası,2,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,2550000,Hayır
484,Daire,Cumhuriyet Mah.,75.0,58.0,1+1,5-10 arası,16,15-20 arası,Merkezi,1,Var,Hayır,Boş,Evet,Demir Romance,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2590000,Hayır
485,Daire,Yakuplu Mah.,135.0,116.0,3+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2100000,Hayır
486,Daire,Yakuplu Mah.,110.0,90.0,2+1,0,7,25 üzeri,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,2000000,Hayır
487,Daire,Barış Mh.,140.0,125.0,3+1,16-20 arası,12,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,221.005859375,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2630000,Hayır
489,Daire,Marmara Mah.,145.0,130.0,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3099000,Hayır
490,Daire,Gürpınar Mh.,135.0,120.0,3+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2750000,Hayır
491,Daire,Adnan Kahveci Mah.,235.0,220.0,4+2,4,5,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,6299999,Evet
492,Daire,Yakuplu Mah.,110.0,100.0,2+1,0,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1620000,Hayır
493,Daire,Kavaklı Mh.,75.0,65.0,1+1,3,Giriş Katı,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,970000,Hayır
494,Daire,Yakuplu Mah.,100.0,95.0,2+1,0,Giriş Katı,4,Doğalgaz (Kombi),1,Yok,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1549000,Hayır
495,Daire,Adnan Kahveci Mah.,240.0,220.0,HIGH_RARITY,0,5,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,4675000,Evet
496,Daire,Beylikdüzü OSB,105.0,95.0,2+1,0,3,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,895000,Hayır
497,Daire,Beylikdüzü OSB,110.0,105.0,2+1,3,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,765000,Hayır
498,Daire,Marmara Mah.,150.0,140.0,3+1,5-10 arası,6,8,Doğalgaz (Kombi),3,Var,Evet,Boş,Evet,Yeşil Akasya Evleri,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2669000,Hayır
499,Daire,Yakuplu Mah.,130.0,100.0,2+1,0,2,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3300000,Hayır
500,Daire,Kavaklı Mh.,136.0,97.0,2+1,0,8,12,Merkezi,2,Var,Hayır,Mülk Sahibi,Evet,Azur Marmara,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3950000,Hayır
501,Daire,Gürpınar Mh.,125.0,105.0,2+1,5-10 arası,1,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1550000,Hayır
502,Daire,Cumhuriyet Mah.,125.0,100.0,3+1,21-25 arası,9,11,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Bizim Konut Sitesi,150.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2100000,Hayır
503,Daire,Yakuplu Mah.,240.0,215.0,4+2,5-10 arası,4,4,Doğalgaz (Kombi),2,Var,Evet,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,3550000,Evet
504,Daire,Beylikdüzü OSB,110.0,100.0,2+1,5-10 arası,Giriş Katı,5,Doğalgaz (Kombi),2,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,649999,Hayır
505,Daire,Cumhuriyet Mah.,120.0,110.0,2+1,5-10 arası,2,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,790000,Hayır
506,Daire,Dereağzı Mh.,210.0,200.0,4+2,0,4,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4450000,Evet
508,Daire,Büyükşehir Mh.,115.0,100.0,3+1,21-25 arası,8,8,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,142.1875,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2500000,Hayır
509,Daire,Barış Mh.,180.0,155.0,3+1,16-20 arası,2,9,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2175000,Hayır
510,Daire,Kavaklı Mh.,90.0,80.0,2+1,4,Giriş Katı,4,Doğalgaz (Kombi),1,Yok,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1650000,Hayır
511,Daire,Adnan Kahveci Mah.,270.0,225.0,HIGH_RARITY,4,4,4,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3500000,Evet
512,Daire,Yakuplu Mah.,90.0,70.0,1+1,0,3,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,790000,Hayır
513,Daire,Kavaklı Mh.,110.0,90.0,2+1,5-10 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2500000,Hayır
514,Daire,Barış Mh.,150.0,135.0,3+1,21-25 arası,1,9,Merkezi,1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,221.0205078125,Evet,Kat İrtifaklı,Sahibinden,Hayır,3500000,Hayır
515,Daire,Beylikdüzü OSB,130.0,110.0,3+1,0,2,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,885000,Hayır
518,Daire,Adnan Kahveci Mah.,155.0,135.0,3+1,5-10 arası,4,8,Merkezi,3,Var,Evet,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4350000,Hayır
519,Daire,Beylikdüzü OSB,140.0,117.0,2+1,2,3,7,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1250000,Hayır
520,Daire,Cumhuriyet Mah.,115.0,105.0,2+1,4,7,14,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1297000,Hayır
521,Daire,Adnan Kahveci Mah.,350.0,290.0,3+1,21-25 arası,15,15,Rare,3,Var,Hayır,Boş,Evet,Yeşilkent Sitesi 2,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,5250000,Hayır
522,Daire,Yakuplu Mah.,180.0,170.0,4+2,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3149000,Evet
523,Daire,Büyükşehir Mh.,135.0,120.0,3+1,5-10 arası,2,6,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2450000,Hayır
524,Daire,Marmara Mah.,135.0,120.0,3+1,0,1,4,Doğalgaz (Kombi),3,Var,Hayır,Boş,Hayır,Belirtilmemiş,50.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3149000,Hayır
525,Daire,Kavaklı Mh.,115.0,110.0,3+1,0,Yüksek Giriş,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2449000,Hayır
526,Daire,Barış Mh.,160.0,120.0,3+1,3,Giriş Katı,9,Merkezi,2,Var,Evet,Mülk Sahibi,Evet,Westside İstanbul,1.5,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,6700000,Hayır
527,Daire,Cumhuriyet Mah.,176.0,146.0,3+1,21-25 arası,6,8,Merkezi,2,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,4000000,Hayır
528,Daire,Kavaklı Mh.,120.0,105.0,2+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,2300000,Hayır
529,Daire,Marmara Mah.,185.0,165.0,3+1,0,4,12,Rare,2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,6000000,Hayır
530,Daire,Yakuplu Mah.,135.0,120.0,2+1,16-20 arası,2,10,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Mimoza Konutları,255.0,Hayır,Kat Mülkiyetli,Emlak Ofisinden,Evet,2500000,Hayır
531,Daire,Beylikdüzü OSB,110.0,100.0,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,895000,Hayır
532,Daire,Gürpınar Mh.,160.0,145.0,3+1,5-10 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2450000,Hayır
533,Daire,Yakuplu Mah.,115.0,100.0,2+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1665000,Hayır
534,Daire,Adnan Kahveci Mah.,350.0,335.0,HIGH_RARITY,5-10 arası,6,6,Merkezi,3,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,5250000,Evet
535,Daire,Kavaklı Mh.,140.0,130.0,3+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Yüksel Konakları,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,3250000,Hayır
536,Daire,Adnan Kahveci Mah.,185.0,175.0,3+1,1,5,6,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1650000,Hayır
537,Daire,Cumhuriyet Mah.,185.0,150.0,3+1,5-10 arası,11,14,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Evet,2750000,Hayır
538,Daire,Barış Mh.,145.0,115.0,3+1,11-15 arası,14,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,221.01318359375,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,2300000,Hayır
539,Daire,Yakuplu Mah.,100.0,90.0,2+1,5-10 arası,2,3,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1500000,Hayır
540,Daire,Kavaklı Mh.,100.0,95.0,2+1,4,7,13,Merkezi,1,Var,Hayır,Mülk Sahibi,Evet,Huzurlu Marmara,350.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3000000,Hayır
541,Daire,Büyükşehir Mh.,140.0,125.0,3+1,26-30 arası,5,11,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,2220000,Hayır
542,Daire,Adnan Kahveci Mah.,120.0,100.0,2+1,4,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2899000,Hayır
543,Daire,Adnan Kahveci Mah.,185.0,165.0,3+1,16-20 arası,4,11,Doğalgaz (Kombi),2,Var,Evet,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,3050000,Hayır
544,Daire,Barış Mh.,70.0,55.0,1+1,2,7,9,Merkezi,1,Var,Hayır,Mülk Sahibi,Evet,Westside İstanbul,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2500000,Hayır
545,Daire,Kavaklı Mh.,230.0,185.0,HIGH_RARITY,5-10 arası,3,4,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Evet,Çimen Park Evleri,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,2975000,Hayır
546,Daire,Cumhuriyet Mah.,138.0,105.0,2+1,0,2,15,Rare,2,Var,Hayır,Boş,Evet,Kameroğlu Metrohome,255.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Hayır,5200000,Hayır
547,Daire,Yakuplu Mah.,85.0,76.0,2+1,0,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1600000,Hayır
548,Daire,Kavaklı Mh.,250.0,215.0,4+2,4,4,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Palmiye Konakları,400.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,4500000,Evet
549,Daire,Barış Mh.,150.0,135.0,3+1,21-25 arası,1,13,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2590000,Hayır
550,Daire,Adnan Kahveci Mah.,90.0,82.0,2+1,4,3,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,1990000,Hayır
551,Daire,Adnan Kahveci Mah.,250.0,220.0,3.5+1,16-20 arası,Giriş Altı Daireler,6,Doğalgaz (Kombi),3,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Hayır,Kat İrtifaklı,Sahibinden,Hayır,5950000,Hayır
552,Daire,Kavaklı Mh.,110.0,95.0,2+1,4,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1825000,Hayır
553,Daire,Barış Mh.,155.0,140.0,3+1,21-25 arası,14,14,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Aydın Kent Sitesi,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2725000,Hayır
554,Daire,Adnan Kahveci Mah.,190.0,185.0,3+1,5-10 arası,9,13,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Pınar Kent Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4100000,Hayır
555,Daire,Kavaklı Mh.,140.0,110.0,2+2,5-10 arası,9,10,Doğalgaz (Kombi),1,Var,Evet,Mülk Sahibi,Evet,Bey 2023 Evleri,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2250000,Evet
556,Daire,Barış Mh.,157.0,140.0,3+1,11-15 arası,14,15,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,221.016845703125,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2850000,Hayır
557,Daire,Kavaklı Mh.,165.0,150.0,3+1,3,2,15-20 arası,Doğalgaz (Kombi),1,Var,Evet,Boş,Evet,Aqua Kavaklı,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3700000,Hayır
558,Daire,Yakuplu Mah.,150.0,125.0,2+1,0,1,4,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1749000,Hayır
560,Daire,Adnan Kahveci Mah.,185.0,170.0,3+1,16-20 arası,5,15,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Altın Kent Sitesi,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3050000,Hayır
562,Daire,Adnan Kahveci Mah.,180.0,150.0,3+1,16-20 arası,11,15,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3300000,Hayır
563,Daire,Cumhuriyet Mah.,161.0,145.0,3.5+1,5-10 arası,15,15-20 arası,Merkezi,2,Var,Hayır,Boş,Evet,Demir Romance,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,6500000,Hayır
564,Daire,Barış Mh.,150.0,140.0,3+1,16-20 arası,12,14,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Okatan Sitesi,250.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2400000,Hayır
565,Daire,Büyükşehir Mh.,150.0,135.0,3+1,16-20 arası,11,14,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Güzelkent Sitesi,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Evet,2600000,Hayır
566,Daire,Büyükşehir Mh.,145.0,135.0,3+1,16-20 arası,1,10,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,142.96875,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3200000,Hayır
567,Daire,Barış Mh.,150.0,135.0,3+1,11-15 arası,1,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2670000,Hayır
568,Daire,Barış Mh.,145.0,125.0,3+1,21-25 arası,3,12,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Piramit Konutları,200.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2100000,Hayır
569,Daire,Kavaklı Mh.,142.0,110.0,2+1,0,11,11,Merkezi,2,Var,Hayır,Boş,Evet,Demir Country,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,4700000,Hayır
570,Daire,Marmara Mah.,160.0,150.0,3+1,16-20 arası,4,10,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Menekşe Evleri,250.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,2270000,Hayır
571,Daire,Yakuplu Mah.,75.0,65.0,1+1,5-10 arası,Giriş Katı,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Evet,750000,Hayır
572,Daire,Cumhuriyet Mah.,140.0,130.0,3+1,0,1,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1049900,Hayır
573,Daire,Adnan Kahveci Mah.,185.0,145.0,3+1,21-25 arası,11,14,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Altın Kent Sitesi,200.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Hayır,3925000,Hayır
574,Daire,Yakuplu Mah.,180.0,150.0,3+1,11-15 arası,Giriş Katı,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Evet,Yakuplu Konakları,1.02,Hayır,Kat Mülkiyetli,Sahibinden,Hayır,3890000,Hayır
575,Daire,Barış Mh.,160.0,148.0,3+1,5-10 arası,3,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2390000,Hayır
576,Daire,Gürpınar Mh.,125.0,110.0,3+1,5-10 arası,Giriş Katı,5,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1999000,Hayır
577,Daire,Barış Mh.,155.0,135.0,3+1,16-20 arası,13,14,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,250.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2385000,Hayır
578,Daire,Yakuplu Mah.,95.0,90.0,2+1,5-10 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Sahibinden,Hayır,1900000,Hayır
579,Daire,Kavaklı Mh.,120.0,105.0,2+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat Mülkiyetli,Sahibinden,Evet,1659999,Hayır
580,Daire,Adnan Kahveci Mah.,90.0,70.0,2+1,5-10 arası,4,4,Merkezi,1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2000000,Hayır
581,Daire,Adnan Kahveci Mah.,130.0,120.0,2+1,5-10 arası,2,5,Doğalgaz (Kombi),1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,2390000,Hayır
582,Daire,Kavaklı Mh.,105.0,90.0,2+1,5-10 arası,Giriş Altı Daireler,4,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1145000,Hayır
584,Daire,Yakuplu Mah.,144.0,80.0,2+1,0,4,14,Merkezi,1,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Hayır,Kat İrtifaklı,Emlak Ofisinden,Hayır,5380000,Hayır
585,Daire,Yakuplu Mah.,110.0,100.0,2+1,0,1,4,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1400000,Hayır
586,Daire,Büyükşehir Mh.,105.0,90.0,3+1,21-25 arası,8,11,Doğalgaz (Kombi),1,Var,Hayır,Mülk Sahibi,Evet,Büyükşehir Sitesi,200.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1900000,Hayır
587,Daire,Dereağzı Mh.,135.0,125.0,3+1,11-15 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,Mülk Sahibi,Hayır,Belirtilmemiş,80.0,Evet,Kat İrtifaklı,Sahibinden,Hayır,3100000,Hayır
588,Daire,Adnan Kahveci Mah.,145.0,125.0,3+1,16-20 arası,9,14,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Ak Yaşam Evleri,50.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2650000,Hayır
589,Daire,Cumhuriyet Mah.,110.0,105.0,2+1,4,1,15-20 arası,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,789000,Hayır
591,Daire,Kavaklı Mh.,225.0,215.0,HIGH_RARITY,0,5,5,Doğalgaz (Kombi),3,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,3099000,Evet
592,Daire,Beylikdüzü OSB,130.0,110.0,3+1,0,3,8,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,735000,Hayır
593,Daire,Yakuplu Mah.,110.0,100.0,2+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,Boş,Hayır,Belirtilmemiş,80.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,1845000,Hayır
594,Daire,Barış Mh.,200.0,150.0,3.5+1,3,5,13,Merkezi,2,Var,Hayır,Mülk Sahibi,Evet,Vira İstanbul,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,6500000,Hayır
595,Daire,Adnan Kahveci Mah.,110.0,75.0,1+1,1,Yüksek Giriş,5,Doğalgaz (Kombi),1,Yok,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat İrtifaklı,Emlak Ofisinden,Hayır,1580000,Hayır
596,Daire,Gürpınar Mh.,110.0,90.0,2+1,26-30 arası,1,8,Doğalgaz (Kombi),1,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Evet,1500000,Hayır
597,Daire,Marmara Mah.,145.0,135.0,3+1,4,8,15,Doğalgaz (Kombi),2,Var,Hayır,Boş,Evet,Belirtilmemiş,255.0,Evet,Kat Mülkiyetli,Emlak Ofisinden,Hayır,2399000,Hayır
